2026-07-13T10:12:59Z	6	6	frontier03980	16
2026-07-13T10:12:59Z	1	1	frontier03980	16
2026-07-13T10:13:00Z	2	2	frontier03980	16
2026-07-13T10:13:01Z	0	0	frontier03980	16
2026-07-13T10:13:03Z	3	3	frontier03980	16
2026-07-13T10:13:03Z	5	5	frontier03980	16
2026-07-13T10:13:05Z	4	4	frontier03980	16
2026-07-13T10:13:06Z	7	7	frontier03980	16
2026-07-13T10:16:11Z	15	7	frontier04048	16
2026-07-13T10:16:11Z	9	1	frontier04048	16
2026-07-13T10:16:13Z	10	2	frontier04048	16
2026-07-13T10:16:13Z	11	3	frontier04048	16
2026-07-13T10:16:13Z	13	5	frontier04048	16
2026-07-13T10:16:14Z	12	4	frontier04048	16
2026-07-13T10:16:14Z	14	6	frontier04048	16
2026-07-13T10:16:14Z	8	0	frontier04048	16
