2026-07-13T08:41:47Z	4	4	frontier06025	16
2026-07-13T08:41:47Z	0	0	frontier06025	16
2026-07-13T08:41:47Z	5	5	frontier06025	16
2026-07-13T08:41:47Z	7	7	frontier06025	16
2026-07-13T08:41:47Z	3	3	frontier06025	16
2026-07-13T08:41:47Z	6	6	frontier06025	16
2026-07-13T08:41:47Z	1	1	frontier06025	16
2026-07-13T08:41:47Z	2	2	frontier06025	16
2026-07-13T08:41:50Z	15	7	frontier06026	16
2026-07-13T08:41:50Z	11	3	frontier06026	16
2026-07-13T08:41:50Z	9	1	frontier06026	16
2026-07-13T08:41:50Z	10	2	frontier06026	16
2026-07-13T08:41:50Z	14	6	frontier06026	16
2026-07-13T08:41:50Z	13	5	frontier06026	16
2026-07-13T08:41:50Z	12	4	frontier06026	16
2026-07-13T08:41:50Z	8	0	frontier06026	16
